Wall time,Step,Value
1716223002.9067676,219,0.9633333086967468
1716223070.063401,438,0.9793333411216736
1716223137.8710694,657,0.971666693687439
1716223205.87612,876,0.9913333058357239
1716223272.7399306,1095,0.9919999837875366
1716223339.8902571,1314,0.9913333058357239
1716223407.8407187,1533,0.9886666536331177
1716223474.2310007,1752,0.9883333444595337
1716223541.0768526,1971,0.9913333058357239
1716223608.4559844,2190,0.9946666955947876
1716223676.3422642,2409,0.9956666827201843
1716223743.1892407,2628,0.9950000047683716
1716223809.8722432,2847,0.9956666827201843
1716223876.6177492,3066,0.9956666827201843
1716223943.894981,3285,0.9950000047683716
1716224009.5678737,3504,0.9956666827201843
1716224075.736122,3723,0.9953333139419556
1716224141.9846394,3942,0.9953333139419556
1716224209.6755395,4161,0.9946666955947876
1716224276.9993505,4380,0.9950000047683716
1716224344.2154799,4599,0.9956666827201843
