Wall time,Step,Value
1716392051.1432757,50,0.6271404027938843
1716392059.0614533,100,0.6551529169082642
1716392066.7326226,150,0.6168875098228455
1716392074.1660328,200,0.5617071390151978
1716392081.5285645,250,0.6274727582931519
1716392088.4878273,300,0.4756630063056946
1716392095.9445071,350,0.5883179903030396
1716392103.092778,400,0.601577877998352
1716392110.4401438,450,0.48041075468063354
1716392117.1181815,500,0.527833104133606
1716392124.2698476,550,0.6147107481956482
1716392131.0268679,600,0.48561373353004456
1716392138.069798,650,0.5642702579498291
1716392185.9297786,700,0.5732351541519165
1716392190.4917727,750,0.5737287998199463
1716392195.2267478,800,0.5802309513092041
1716392199.8608418,850,0.5675723552703857
1716392204.4672968,900,0.5842559337615967
1716392209.0783937,950,0.5061754584312439
1716392213.6449559,1000,0.6246290802955627
1716392218.4057746,1050,0.5418444275856018
1716392222.8782096,1100,0.5135655403137207
1716392227.4925244,1150,0.43562257289886475
1716392232.0401742,1200,0.5499765276908875
1716392236.8272643,1250,0.5968196392059326
1716392241.299204,1300,0.5428510904312134
1716392281.985824,1350,0.5607479810714722
1716392286.7923846,1400,0.511785626411438
1716392291.4060924,1450,0.49596619606018066
1716392296.0839324,1500,0.4056451916694641
1716392300.8797972,1550,0.552090048789978
1716392305.5192077,1600,0.6270022392272949
1716392310.340176,1650,0.503312349319458
1716392314.9369047,1700,0.4221170246601105
1716392319.5282712,1750,0.5273123979568481
1716392324.1744926,1800,0.4597802758216858
1716392328.9139605,1850,0.4322893023490906
1716392333.4152753,1900,0.5404526591300964
1716392338.2030795,1950,0.4352378249168396
1716392378.5665145,2000,0.4232725203037262
1716392383.1778028,2050,0.44410738348960876
1716392387.8547041,2100,0.5600690245628357
1716392392.5157278,2150,0.5521321296691895
1716392397.1172836,2200,0.38403406739234924
1716392401.8069365,2250,0.3529272675514221
1716392406.420957,2300,0.41013026237487793
1716392411.279161,2350,0.5146344900131226
1716392415.760688,2400,0.5297480225563049
1716392420.5465872,2450,0.4002162516117096
1716392425.12039,2500,0.4003019332885742
1716392429.821722,2550,0.41740453243255615
1716392434.2745852,2600,0.5630545616149902
1716392474.4524179,2650,0.4517020583152771
1716392478.91962,2700,0.4737014174461365
1716392483.4531426,2750,0.46236827969551086
1716392488.1177971,2800,0.41340622305870056
1716392492.5969863,2850,0.4677531123161316
1716392497.2819202,2900,0.44820815324783325
1716392501.8108554,2950,0.4868530035018921
1716392506.3595328,3000,0.4625083804130554
1716392511.0303435,3050,0.489005446434021
1716392515.5270755,3100,0.4176616072654724
1716392520.2298036,3150,0.4222068190574646
1716392524.942629,3200,0.3733876943588257
1716392529.4907591,3250,0.4660373032093048
1716392569.7902367,3300,0.4010460674762726
1716392574.375667,3350,0.4395715594291687
1716392578.973998,3400,0.46019506454467773
1716392583.5929167,3450,0.3548550009727478
1716392588.075871,3500,0.3834143877029419
1716392592.9557106,3550,0.38153016567230225
1716392597.5388699,3600,0.3056086003780365
1716392602.3866816,3650,0.41409987211227417
1716392606.990142,3700,0.42505401372909546
1716392611.7132437,3750,0.30952391028404236
1716392616.4899373,3800,0.5287904739379883
1716392621.3843963,3850,0.591827929019928
1716392625.8751023,3900,0.563416600227356
1716392666.2440922,3950,0.37345218658447266
1716392670.8872435,4000,0.4525900185108185
1716392675.419509,4050,0.4034363627433777
1716392680.0784295,4100,0.38680702447891235
1716392684.6421916,4150,0.37846073508262634
1716392689.2348478,4200,0.27443814277648926
1716392693.8258064,4250,0.41542819142341614
1716392698.4246435,4300,0.32946133613586426
1716392703.060552,4350,0.3290567398071289
1716392707.6195583,4400,0.3250885605812073
1716392712.2401044,4450,0.43291348218917847
1716392716.893919,4500,0.35850077867507935
1716392721.505894,4550,0.45691585540771484
1716392761.9721096,4600,0.43368998169898987
1716392766.2438135,4650,0.4244235157966614
1716392770.8123958,4700,0.30373576283454895
1716392775.4797924,4750,0.2827380895614624
1716392779.8922682,4800,0.2524547278881073
1716392784.6572022,4850,0.4317011833190918
1716392789.2276897,4900,0.3528842031955719
1716392793.8207455,4950,0.4313509166240692
1716392798.3892848,5000,0.2996048033237457
1716392803.0464115,5050,0.4322710633277893
1716392807.536248,5100,0.31744587421417236
1716392812.1633956,5150,0.2690299153327942
1716392816.8201418,5200,0.35785430669784546
1716392821.582815,5250,0.409773051738739
1716392861.5136685,5300,0.3852968215942383
1716392866.2424273,5350,0.2700108289718628
1716392870.7645466,5400,0.3535417318344116
1716392875.4511442,5450,0.33307740092277527
1716392880.035319,5500,0.3808988332748413
1716392884.7384608,5550,0.44704529643058777
1716392889.3123088,5600,0.4065978229045868
1716392893.9360955,5650,0.3674614429473877
1716392898.3695724,5700,0.32444724440574646
1716392903.1138148,5750,0.41966545581817627
1716392907.7384045,5800,0.4903344511985779
1716392912.3569043,5850,0.49077150225639343
1716392916.971182,5900,0.30958884954452515
1716392957.0271869,5950,0.301408052444458
1716392961.4520342,6000,0.4490802586078644
1716392966.1164725,6050,0.26608386635780334
1716392970.7393403,6100,0.23215365409851074
1716392975.303659,6150,0.3178797960281372
1716392980.080682,6200,0.4306809604167938
1716392984.5743904,6250,0.2693434953689575
1716392989.1480396,6300,0.4684959352016449
1716392993.6644962,6350,0.40816351771354675
1716392998.4047518,6400,0.23614659905433655
1716393002.8680005,6450,0.27033382654190063
1716393007.547307,6500,0.20316080749034882
1716393012.129788,6550,0.40054094791412354
1716393052.2132,6600,0.3494064211845398
1716393056.5954869,6650,0.28556209802627563
1716393061.3259158,6700,0.23120179772377014
1716393065.856384,6750,0.42800524830818176
1716393070.3719797,6800,0.3908373713493347
1716393074.973505,6850,0.2719838619232178
1716393079.5319788,6900,0.2690071165561676
1716393084.1674328,6950,0.3391405940055847
1716393088.6188917,7000,0.3608369529247284
1716393093.2662797,7050,0.33987319469451904
1716393097.787316,7100,0.47663766145706177
1716393102.3829253,7150,0.37133607268333435
1716393106.877698,7200,0.2238483875989914
1716393146.8059905,7250,0.30935797095298767
1716393151.4493482,7300,0.29039937257766724
1716393155.9517205,7350,0.23073405027389526
1716393160.7670512,7400,0.31824254989624023
1716393165.2228608,7450,0.2940846085548401
1716393169.8174808,7500,0.3627467155456543
1716393174.298581,7550,0.31002792716026306
1716393178.8997924,7600,0.2624415457248688
1716393183.3812072,7650,0.31253087520599365
1716393187.861515,7700,0.3280010521411896
1716393192.4957552,7750,0.41267722845077515
1716393197.0256016,7800,0.26346883177757263
1716393201.5463428,7850,0.24303019046783447
1716393241.566596,7900,0.2910717725753784
1716393246.3040345,7950,0.3836636543273926
1716393250.7968693,8000,0.2340402752161026
1716393255.5258675,8050,0.3248712122440338
1716393260.03572,8100,0.29278746247291565
1716393264.8429208,8150,0.41662830114364624
1716393269.251581,8200,0.36310896277427673
1716393273.9513106,8250,0.3049840033054352
1716393278.497492,8300,0.316444456577301
1716393283.2069314,8350,0.3152244985103607
1716393287.8776152,8400,0.2452543079853058
1716393292.4772842,8450,0.2778032124042511
1716393297.178144,8500,0.2616587281227112
1716393337.4882514,8550,0.25108832120895386
1716393341.96209,8600,0.3665024936199188
1716393346.6075764,8650,0.31950342655181885
1716393351.3169267,8700,0.3707261383533478
1716393355.8242424,8750,0.3155032992362976
1716393360.401058,8800,0.2620948851108551
1716393364.95682,8850,0.349406361579895
1716393369.4145405,8900,0.32834798097610474
1716393373.997887,8950,0.36399155855178833
1716393378.5441587,9000,0.2849552631378174
1716393383.0118835,9050,0.3256225287914276
1716393387.6666815,9100,0.31495821475982666
1716393392.249349,9150,0.21857748925685883
1716393432.4167576,9200,0.2634837031364441
1716393436.9246316,9250,0.21047326922416687
1716393441.4845867,9300,0.14141875505447388
1716393446.150428,9350,0.4599253535270691
1716393450.683401,9400,0.3999074697494507
1716393455.2614894,9450,0.20855437219142914
1716393459.886633,9500,0.2630707621574402
1716393464.374134,9550,0.3158958852291107
1716393469.01573,9600,0.28326553106307983
1716393473.4110477,9650,0.34230321645736694
1716393478.2051094,9700,0.23552478849887848
1716393482.763646,9750,0.24708980321884155
1716393487.4468014,9800,0.237769216299057
1716393491.8897097,9850,0.26296567916870117
1716393531.9408436,9900,0.3554942011833191
1716393536.4385555,9950,0.3485112190246582
1716393541.011141,10000,0.31704217195510864
1716393545.5724852,10050,0.383456826210022
1716393550.1251822,10100,0.3737647831439972
1716393554.5598037,10150,0.32341277599334717
1716393559.1296458,10200,0.3129397928714752
1716393563.7053394,10250,0.41437986493110657
1716393568.3005826,10300,0.1887339949607849
1716393572.8479116,10350,0.27009904384613037
1716393577.4284096,10400,0.26052767038345337
1716393581.8854244,10450,0.4399632215499878
1716393586.4326224,10500,0.24321693181991577
1716393626.594958,10550,0.23280176520347595
1716393631.1434245,10600,0.3125077486038208
1716393635.739237,10650,0.2692147195339203
1716393640.3690171,10700,0.2287929654121399
1716393644.9508681,10750,0.19784533977508545
1716393649.5209172,10800,0.21224848926067352
1716393654.036099,10850,0.2426106333732605
1716393658.6683638,10900,0.22568386793136597
1716393663.2499418,10950,0.2759270668029785
1716393667.878289,11000,0.22589536011219025
1716393672.3873675,11050,0.29203855991363525
1716393677.0358725,11100,0.23425190150737762
1716393681.5696697,11150,0.18089444935321808
1716393721.7615244,11200,0.277556836605072
1716393726.2928505,11250,0.29769599437713623
1716393730.8516567,11300,0.24292655289173126
1716393735.3380709,11350,0.22812381386756897
1716393739.8984873,11400,0.2478404939174652
1716393744.395156,11450,0.2603488266468048
1716393749.0184138,11500,0.29510316252708435
1716393753.571696,11550,0.25090229511260986
1716393758.0664895,11600,0.2736892104148865
1716393762.705248,11650,0.2551075518131256
1716393767.2918222,11700,0.19138512015342712
1716393772.0410702,11750,0.35960912704467773
1716393776.4229906,11800,0.20667484402656555
1716393816.472824,11850,0.34817489981651306
1716393821.1591341,11900,0.2802407741546631
1716393825.6962726,11950,0.32178014516830444
1716393830.1771414,12000,0.22845275700092316
1716393834.7950258,12050,0.4743220806121826
1716393839.2221348,12100,0.30309587717056274
1716393843.8776822,12150,0.33152130246162415
1716393848.2917366,12200,0.3164180517196655
1716393852.9933867,12250,0.345218300819397
1716393857.4320197,12300,0.2372846007347107
1716393862.0832434,12350,0.27749890089035034
1716393866.5424573,12400,0.30203890800476074
1716393871.2050989,12450,0.19301339983940125
1716393911.1175756,12500,0.4422225058078766
1716393915.6579742,12550,0.3146149516105652
1716393920.2152483,12600,0.4663136601448059
1716393924.8707385,12650,0.17662601172924042
1716393929.358042,12700,0.3459897041320801
1716393934.0287807,12750,0.22976896166801453
1716393938.5639696,12800,0.29533877968788147
1716393943.202912,12850,0.21701839566230774
1716393947.7967505,12900,0.17629623413085938
1716393952.461042,12950,0.3259389400482178
1716393956.9048116,13000,0.11794020235538483
1716393961.3366015,13050,0.32076823711395264
1716393965.9901085,13100,0.21992236375808716
1716394006.1739278,13150,0.23326726257801056
1716394010.6884706,13200,0.21404650807380676
1716394015.3526208,13250,0.35507234930992126
1716394019.880606,13300,0.3758067488670349
1716394024.4636354,13350,0.39196011424064636
1716394029.0574803,13400,0.19547462463378906
1716394033.7327511,13450,0.18019619584083557
1716394038.3132443,13500,0.25164127349853516
1716394042.9992971,13550,0.2311273217201233
1716394047.5321631,13600,0.4531274437904358
1716394052.1980462,13650,0.4685620367527008
1716394056.8230324,13700,0.25422126054763794
1716394061.442576,13750,0.3396730422973633
1716394102.4633267,13800,0.18216000497341156
1716394107.0158381,13850,0.3062066435813904
1716394111.536722,13900,0.36307787895202637
1716394116.2031784,13950,0.30146515369415283
1716394120.7355711,14000,0.21352171897888184
1716394125.4505517,14050,0.3608260750770569
1716394130.115353,14100,0.1661527454853058
1716394134.6914897,14150,0.3026094138622284
1716394139.3160498,14200,0.23227863013744354
1716394143.9556324,14250,0.2366759032011032
1716394148.5143795,14300,0.20851877331733704
1716394153.1431568,14350,0.18931500613689423
1716394157.7531815,14400,0.24062658846378326
1716394162.4567654,14450,0.15181350708007812
1716394202.3536477,14500,0.3287818431854248
1716394206.9319568,14550,0.23491647839546204
1716394211.774724,14600,0.14394059777259827
1716394216.3442762,14650,0.20763814449310303
1716394221.0979338,14700,0.24312743544578552
1716394225.7768717,14750,0.33243805170059204
1716394230.528077,14800,0.3123931586742401
1716394234.9333994,14850,0.1715346872806549
1716394239.779839,14900,0.16176220774650574
1716394244.3712513,14950,0.17071548104286194
1716394249.2100117,15000,0.17710766196250916
1716394253.7814627,15050,0.18850451707839966
1716394258.3704753,15100,0.15863129496574402
1716394298.364943,15150,0.22723568975925446
1716394303.0288558,15200,0.3444264233112335
1716394307.5834773,15250,0.4111953377723694
1716394312.3749132,15300,0.31261223554611206
1716394316.981856,15350,0.21727439761161804
1716394321.9020333,15400,0.24394604563713074
1716394326.3745837,15450,0.2798721492290497
1716394331.139858,15500,0.23951685428619385
1716394336.1595616,15550,0.20399963855743408
1716394340.965453,15600,0.30423879623413086
1716394345.652995,15650,0.34522342681884766
1716394351.1152422,15700,0.1483200639486313
1716394356.7142265,15750,0.49325844645500183
1716394398.0323472,15800,0.29284119606018066
1716394402.7632716,15850,0.19714555144309998
1716394407.1749747,15900,0.33602455258369446
1716394411.9941568,15950,0.35453179478645325
1716394416.9371674,16000,0.23636257648468018
1716394422.0869691,16050,0.18788771331310272
1716394427.0918229,16100,0.13856786489486694
1716394431.8886921,16150,0.22954627871513367
1716394436.9359488,16200,0.19633515179157257
1716394441.6337848,16250,0.17916765809059143
1716394446.5074072,16300,0.27030444145202637
1716394451.0886471,16350,0.25918975472450256
1716394455.7085197,16400,0.2879072427749634
1716394496.981222,16450,0.2733229398727417
1716394501.791882,16500,0.26059621572494507
1716394506.3849974,16550,0.3154507875442505
1716394511.0112936,16600,0.14784497022628784
1716394515.623802,16650,0.16386067867279053
1716394520.3391676,16700,0.2540789544582367
1716394525.1132421,16750,0.2297971546649933
1716394529.7806873,16800,0.14412668347358704
1716394534.4911773,16850,0.21823710203170776
1716394539.214234,16900,0.29356032609939575
1716394544.5033393,16950,0.157304584980011
1716394549.4427862,17000,0.2814421057701111
1716394554.3952637,17050,0.24794059991836548
1716394596.995658,17100,0.1793818473815918
1716394601.5870116,17150,0.21284008026123047
1716394605.9810884,17200,0.19707368314266205
1716394610.479791,17250,0.14561033248901367
1716394615.3904495,17300,0.21895939111709595
1716394620.0797226,17350,0.26315832138061523
