Wall time,Step,Value
1716397681.8595896,657,0.675777792930603
1716397783.3501244,1314,0.7049999833106995
1716397885.022292,1971,0.7278888821601868
1716397986.6931314,2628,0.7874444723129272
1716398088.3121712,3285,0.7599999904632568
1716398189.898067,3942,0.7865555286407471
1716398291.7705595,4599,0.7347777485847473
1716398393.1645968,5256,0.8339999914169312
1716398494.8737977,5913,0.7977777719497681
1716398596.6267061,6570,0.8415555357933044
1716398698.6648917,7227,0.8190000057220459
1716398800.0089595,7884,0.8346666693687439
1716398901.5528026,8541,0.8119999766349792
1716399003.1285632,9198,0.8202221989631653
1716399104.520627,9855,0.7798888683319092
1716399206.4711611,10512,0.8836666941642761
1716399308.3542254,11169,0.8830000162124634
1716399409.5731962,11826,0.8805555701255798
1716399511.1965535,12483,0.8864444494247437
1716399612.7232816,13140,0.8822222352027893
1716399714.8653786,13797,0.8870000243186951
1716399816.6158483,14454,0.8795555830001831
1716399917.9601018,15111,0.8904444575309753
1716400019.463123,15768,0.8857777714729309
1716400121.3042145,16425,0.8866666555404663
1716400222.566132,17082,0.887333333492279
1716400323.7495072,17739,0.8856666684150696
1716400425.287524,18396,0.8918889164924622
1716400526.7365623,19053,0.8937777876853943
1716400628.397715,19710,0.8921111226081848
1716400730.1423905,20367,0.8863333463668823
1716400831.7109892,21024,0.8938888907432556
1716400932.9893417,21681,0.8893333077430725
1716401034.842291,22338,0.8902222514152527
